#,Years,Price,Model,Mileage,Condition,Usage Type,Owner#,Location
1097,2018,22995,Prius Two FWD,58579,"Accident check
No issues reported",Commercial,2.0,MD
1098,2013,12910,Prius Three,114916,"Accident check
No issues reported",Personal,1.0,MD
1099,2008,8999,Prius,79820,"Accident check
No issues reported",Commercial,3.0,PA
1101,2007,5995,Prius Touring FWD,161287,"Accident check
No issues reported",Personal,2.0,MA
1102,2011,3499,Prius One,243431,"Accident check
1Accident reported",Personal,3.0,OH
1103,2019,23227,Prius L Eco FWD,70490,"Accident check
No issues reported",Commercial,1.0,TX
1104,2015,17900,Prius Persona Series,83000,"Accident check
No issues reported",Personal,1.0,MI
1105,2007,6990,Prius Touring FWD,145020,"Accident check
2Accidents reported",Personal,4.0,GA
1106,2014,13053,Prius Two,141216,"Accident check
No issues reported",Personal,1.0,IA
1107,2015,19130,Prius Persona Series,81075,"Accident check
No issues reported",Personal,2.0,CA
1108,2010,8995,Prius,134695,"Accident check
No issues reported",Personal,4.0,OH
1109,2008,7995,Prius,149065,"Accident check
No issues reported",Personal,1.0,WI
1110,2009,7500,Prius,159481,"Accident check
No issues reported",Personal,2.0,GA
1111,2016,20998,Prius Three FWD,60172,"Accident check
No issues reported",Personal,1.0,SC
1112,2007,7000,Prius Touring FWD,132000,"Accident check
No issues reported",Personal,2.0,NC
1113,2017,15185,Prius Two FWD,170990,"Accident check
No issues reported",Personal,1.0,CA
1114,2012,14576,Prius Two,83338,"Accident check
No issues reported",Personal,1.0,CO
1115,2013,12995,Prius Two,114695,"Accident check
No issues reported",Personal,3.0,CA
1116,2018,30500,Prius Four Touring FWD,18659,"Accident check
No issues reported",Personal,1.0,WA
1117,2005,5295,Prius FWD,186668,"Accident check
No issues reported",Personal,2.0,VA
1118,2010,8500,Prius Two,164000,"Accident check
No issues reported",Personal,2.0,CO
1119,2009,7999,Prius Touring FWD,169125,"Accident check
No issues reported",Personal,3.0,WA
1120,2013,13498,Prius Three,98222,"Accident check
1Accident reported",Personal,2.0,CA
1121,2010,13400,Prius Three,68070,"Accident check
No issues reported",Personal,1.0,MD
1122,2013,13990,Prius One,99840,"Accident check
No issues reported",Commercial,1.0,CA
1124,2010,12750,Prius Four,108521,"Accident check
No issues reported",Personal,1.0,NV
1125,2013,13984,Prius Four,101052,"Accident check
No issues reported",Personal,1.0,PA
1126,2010,8500,Prius One,144135,"Accident check
No issues reported",Personal,1.0,TN
1127,2014,16995,Prius Two,88910,"Accident check
No issues reported",Personal,2.0,CA
1129,2010,11995,Prius,104296,"Accident check
No issues reported",Personal,1.0,CA
1130,2010,9497,Prius,135987,"Accident check
No issues reported",Personal,1.0,PA
1131,2015,16988,Prius Two,98816,"Accident check
No issues reported",Personal,1.0,NC
1132,2018,24988,Prius Two FWD,34987,"Accident check
No issues reported",Personal,1.0,CA
1134,2014,17536,Prius Four,65840,"Accident check
2Accidents reported",Personal,3.0,IN
1135,2014,12899,Prius Two,118030,"Accident check
1Accident reported",Commercial,3.0,TX
1136,2005,5950,Prius FWD,159871,"Accident check
No issues reported",Personal,5.0,OK
1137,2009,9998,Prius,90788,"Accident check
No issues reported",Personal,1.0,TN
1138,2017,19999,Prius,89223,"Accident check
No issues reported",Commercial,1.0,CO
1139,2011,8997,Prius Four,168747,"Accident check
No issues reported",Personal,3.0,CA
1140,2013,9999,Prius Three,159381,"Accident check
No issues reported",Personal,2.0,FL
1141,2010,8900,Prius,176688,"Accident check
No issues reported",Personal,1.0,OR
1142,2008,8500,Prius Touring FWD,100018,"Accident check
No issues reported",Personal,5.0,VA
1143,2010,7499,Prius,176039,"Accident check
No issues reported",Personal,2.0,FL
1144,2015,14995,Prius Persona Series,126407,"Accident check
No issues reported",Personal,2.0,FL
1145,2010,7800,Prius One,168220,"Accident check
1Accident reported",Commercial,2.0,FL
1146,2014,16995,Prius Two,71446,"Accident check
No issues reported",Personal,2.0,ID
1147,2021,30900,Prius 2020 Edition FWD,29659,"Accident check
No issues reported",Personal,1.0,FL
1148,2010,10490,Prius,94940,"Accident check
1Accident reported",Personal,1.0,NY
1149,2015,18388,Prius Two,80531,"Accident check
No issues reported",Personal,2.0,CA
1150,2009,7999,Prius Touring FWD,119989,"Accident check
No issues reported",Personal,2.0,FL
1151,2014,13995,Prius One,103119,"Accident check
No issues reported",Personal,3.0,CO
1152,2014,18488,Prius Two,32923,"Accident check
No issues reported",Personal,2.0,AZ
1153,2015,16499,Prius One,113995,"Accident check
No issues reported",Personal,2.0,CA
1154,2005,4299,Prius FWD,209005,"Accident check
No issues reported",Personal,2.0,TN
1155,2010,7495,Prius Four,187000,"Accident check
No issues reported",Personal,2.0,VA
1156,2013,11180,Prius Three,154143,"Accident check
1Accident reported",Personal,4.0,NV
1157,2008,6700,Prius Liftback FWD,117900,"Accident check
No issues reported",Personal,4.0,GA
1158,2015,13200,Prius Four,153367,"Accident check
No issues reported",Personal,2.0,GA
1159,2017,26991,Prius Four FWD,22570,"Accident check
No issues reported",Personal,1.0,CA
1160,2004,4995,Prius FWD,199813,"Accident check
No issues reported",Personal,2.0,VA
1161,2015,16807,Prius Two,84249,"Accident check
No issues reported",Personal,2.0,UT
1162,2017,20990,Prius Two FWD,82673,"Accident check
No issues reported",Personal,1.0,CA
1163,2008,6100,Prius FWD,176525,"Accident check
No issues reported",Personal,5.0,WA
1164,2014,14999,Prius Four,92863,"Accident check
No issues reported",Personal,1.0,NC
1165,2011,9998,Prius Two,129665,"Accident check
No issues reported",Personal,1.0,MI
1166,2012,10500,Prius Two,126174,"Accident check
1Accident reported",Commercial,3.0,AZ
1167,2012,8995,Prius One,153545,"Accident check
No issues reported",Personal,1.0,VA
1168,2007,7990,Prius Touring FWD,107715,"Accident check
No issues reported",Personal,4.0,PA
1169,2005,5200,Prius FWD,182481,"Accident check
No issues reported",Personal,1.0,MA
1170,2007,6999,Prius,161500,"Accident check
1Accident reported",Personal,1.0,CA
1171,2015,16990,Prius Two,84576,"Accident check
1Accident reported",Personal,1.0,CA
1172,2006,5500,Prius FWD,169000,"Accident check
No issues reported",Personal,4.0,MO
1173,2013,8900,Prius Five,193552,"Accident check
No issues reported",Personal,1.0,FL
1174,2007,7495,Prius Touring FWD,152558,"Accident check
1Accident reported",Personal,2.0,WA
1175,2012,10522,Prius Two,131804,"Accident check
2Accidents reported",Commercial,2.0,FL
1176,2009,7290,Prius,172060,"Accident check
No issues reported",Personal,1.0,TX
1177,2008,7500,Prius,137658,"Accident check
No issues reported",Personal,3.0,OK
1178,2015,16994,Prius Two,89143,"Accident check
No issues reported",Personal,2.0,OH
1179,2014,12995,Prius Four,124691,"Accident check
No issues reported",Personal,2.0,NY
1180,2016,19960,Prius Three FWD,83562,"Accident check
No issues reported",Personal,2.0,IN
1181,2010,9990,Prius,135038,"Accident check
1Accident reported",Personal,2.0,CA
1182,2014,12988,Prius Three,147063,"Accident check
No issues reported",Personal,1.0,SC
1183,2022,33971,Prius,6881,"Accident check
No issues reported",Personal,1.0,TX
1184,2021,30985,Prius 2020 Edition FWD,5780,"Accident check
No issues reported",Personal,1.0,MN
1185,2014,10975,Prius Two,164050,"Accident check
1Accident reported",Personal,1.0,MN
1186,2012,9888,Prius Two,147507,"Accident check
No issues reported",Personal,2.0,MA
1187,2014,11963,Prius One,136509,"Accident check
No issues reported",Personal,2.0,PA
1188,2013,12500,Prius Persona Series SE,129508,"Accident check
No issues reported",Personal,1.0,NC
1190,2020,25988,Prius L Eco FWD,22748,"Accident check
No issues reported",Personal,1.0,AR
1191,2022,30595,Prius,12120,"Accident check
No issues reported",Personal,1.0,NC
1192,2009,8492,Prius Touring FWD,117251,"Accident check
No issues reported",Personal,1.0,TX
1193,2015,15900,Prius Persona Series,115333,"Accident check
No issues reported",Personal,1.0,GA
1194,2015,18697,Prius Persona Series,85430,"Accident check
No issues reported",Personal,1.0,CO
1195,2010,9999,Prius,126000,"Accident check
No issues reported",Personal,2.0,PA
1196,2012,10999,Prius Three,134153,"Accident check
No issues reported",Personal,2.0,TX
1197,2009,9681,Prius,100328,"Accident check
No issues reported",Personal,2.0,NC
1198,2010,10499,Prius,141688,"Accident check
No issues reported",Personal,3.0,CA
1199,2012,9599,Prius Two,147656,"Accident check
1Accident reported",Personal,2.0,FL
1200,2010,9995,Prius,163089,"Accident check
No issues reported",Personal,3.0,CA
1201,2012,12995,Prius Five,86864,"Accident check
No issues reported",Personal,2.0,VA
1202,2015,21989,Prius Persona Series,28774,"Accident check
No issues reported",Personal,1.0,TX
1203,2010,9995,Prius Four,143519,"Accident check
No issues reported",Personal,4.0,TX
1204,2013,16215,Prius Two,41057,"Accident check
No issues reported",Personal,1.0,IL
1205,2018,21685,Prius Two FWD,108838,"Accident check
2Accidents reported",Personal,1.0,CA
1206,2013,14500,Prius Two,90875,"Accident check
No issues reported",Personal,4.0,NV
1207,2013,11480,Prius Three,152100,"Accident check
2Accidents reported",Personal,1.0,KS
1208,2015,14988,Prius Persona Series,113859,"Accident check
1Accident reported",Personal,1.0,NY
1209,2009,6934,Prius Touring FWD,167945,"Accident check
1Accident reported",Commercial,2.0,IN
1210,2010,8995,Prius,151877,"Accident check
No issues reported",Personal,4.0,AL
1211,2007,9688,Prius FWD,110032,"Accident check
No issues reported",Personal,5.0,CA
1213,2013,12991,Prius One,133117,"Accident check
1Accident reported",Commercial,2.0,CA
1214,2010,10992,Prius,126812,"Accident check
No issues reported",Personal,1.0,TN
1215,2005,6900,Prius FWD,110606,"Accident check
2Accidents reported",Personal,4.0,IN
1216,2021,36998,Prius XLE AWD-e,5854,"Accident check
No issues reported",Personal,1.0,CA
1217,2015,6653,Prius Four,247272,"Accident check
No issues reported",Personal,2.0,IL
1218,2012,13054,Prius Two,110250,"Accident check
No issues reported",Personal,2.0,CA
1220,2021,30988,Prius 2020 Edition FWD,14202,"Accident check
No issues reported",Personal,1.0,CA
1221,2008,9500,Prius Touring FWD,69467,"Accident check
No issues reported",Personal,1.0,FL
1222,2015,18200,Prius Persona Series,71685,"Accident check
2Accidents reported",Personal,2.0,OH
1223,2017,22990,Prius Two FWD,44479,"Accident check
No issues reported",Commercial,1.0,IL
1224,2012,16470,Prius Four,55570,"Accident check
No issues reported",Personal,1.0,CT
1225,2006,4500,Prius FWD,230000,"Accident check
1Accident reported",Commercial,3.0,NC
1226,2012,11991,Prius Two,117397,"Accident check
No issues reported",Personal,2.0,PA
1228,2005,7995,Prius FWD,72168,"Accident check
No issues reported",Personal,3.0,VA
1229,2011,7895,Prius Three,159822,"Accident check
1Accident reported",Personal,2.0,MD
1230,2014,13999,Prius Three,134596,"Accident check
No issues reported",Personal,2.0,CA
1231,2010,6995,Prius,185200,"Accident check
No issues reported",Personal,5.0,VA
1232,2011,8223,Prius Two,177047,"Accident check
No issues reported",Personal,2.0,OH
1233,2015,17999,Prius Two,84677,"Accident check
2Accidents reported",Personal,1.0,CA
1234,2008,6450,Prius Touring FWD,159000,"Accident check
No issues reported",Personal,3.0,NE
1235,2012,11995,Prius Two,115476,"Accident check
No issues reported",Personal,2.0,FL
1236,2013,12975,Prius Three,125056,"Accident check
No issues reported",Personal,1.0,OH
1237,2008,4500,Prius Liftback FWD,225966,"Accident check
1Accident reported",Personal,3.0,VA
1238,2007,6795,Prius Touring FWD,127273,"Accident check
No issues reported",Personal,2.0,MA
1239,2017,18741,Prius One FWD,119345,"Accident check
No issues reported",Personal,1.0,CA
1241,2004,6799,Prius FWD,96101,"Accident check
No issues reported",Personal,1.0,NJ
1242,2015,16995,Prius Two,110000,"Accident check
No issues reported",Personal,1.0,CA
1243,2012,14479,Prius Four,99953,"Accident check
No issues reported",Personal,2.0,ID
1244,2002,4997,Prius FWD,132189,"Accident check
No issues reported",Personal,3.0,MN
1245,2008,7995,Prius Touring FWD,102194,"Accident check
1Accident reported",Personal,1.0,NJ
1246,2018,22289,Prius Four FWD,83024,"Accident check
No issues reported",Personal,2.0,PA
1247,2010,13000,Prius,82423,"Accident check
No issues reported",Personal,3.0,CA
1248,2017,24995,Prius Four FWD,45429,"Accident check
No issues reported",Personal,2.0,FL
1249,2013,8995,Prius Three,174385,"Accident check
Frame damage reported",Personal,2.0,CA
1250,2013,17514,Prius Four,73703,"Accident check
No issues reported",Personal,1.0,CA
1251,2005,4995,Prius FWD,155241,"Accident check
1Accident reported",Personal,3.0,NJ
1252,2006,5975,Prius FWD,206959,"Accident check
No issues reported",Personal,1.0,OR
1253,2009,9900,Prius Touring FWD,114616,"Accident check
No issues reported",Personal,3.0,OR
1254,2013,14995,Prius Two,63616,"Accident check
No issues reported",Personal,2.0,CT
1255,2014,12995,Prius Three,147787,"Accident check
No issues reported",Personal,1.0,CA
1256,2016,18688,Prius Two FWD,88402,"Accident check
No issues reported",Personal,3.0,AZ
1257,2021,29998,Prius L Eco FWD,13468,"Accident check
No issues reported",Personal,1.0,CA
1259,2014,18980,Prius Three,40160,"Accident check
No issues reported",Personal,1.0,CO
1260,2013,12500,Prius One,99708,"Accident check
1Accident reported",Personal,2.0,FL
1261,2012,10900,Prius Two,153939,"Accident check
No issues reported",Personal,2.0,TN
1263,2005,5000,Prius FWD,184256,"Accident check
No issues reported",Personal,1.0,AR
1264,2007,7389,Prius,142119,"Accident check
No issues reported",Personal,2.0,IL
1265,2011,11500,Prius Three,115722,"Accident check
No issues reported",Personal,2.0,CA
1266,2010,12399,Prius,99372,"Accident check
No issues reported",Personal,4.0,CA
1267,2010,8494,Prius,159001,"Accident check
1Accident reported",Personal,3.0,MD
1268,2016,24663,Prius Four FWD,51189,"Accident check
No issues reported",Personal,1.0,CA
1269,2017,21995,Prius Two Eco FWD,61432,"Accident check
No issues reported",Personal,1.0,NV
1270,2006,5000,Prius FWD,201556,"Accident check
1Accident reported",Personal,2.0,AZ
1271,2010,10399,Prius,122426,"Accident check
No issues reported",Personal,3.0,FL
1272,2007,8488,Prius Touring FWD,141390,"Accident check
No issues reported",Personal,2.0,WA
1273,2007,5500,Prius,206290,"Accident check
No issues reported",Commercial,2.0,PA
1274,2007,9500,Prius FWD,95461,"Accident check
No issues reported",Personal,2.0,WI
1275,2012,9899,Prius Three,139485,"Accident check
No issues reported",Personal,1.0,HI
1276,2010,10999,Prius,120130,"Accident check
No issues reported",Personal,2.0,NC
1278,2016,14998,Prius Two FWD,142011,"Accident check
No issues reported",Personal,1.0,MN
1279,2010,7495,Prius,185000,"Accident check
No issues reported",Personal,2.0,AZ
1280,2010,9388,Prius,167850,"Accident check
No issues reported",Personal,2.0,CA
1281,2018,18876,Prius Four FWD,120708,"Accident check
No issues reported",Personal,1.0,PA
1282,2010,7995,Prius,176705,"Accident check
No issues reported",Personal,2.0,MD
1283,2020,26990,Prius L Eco FWD,18433,"Accident check
1Accident reported",Personal,1.0,NC
1284,2014,14090,Prius Two,110413,"Accident check
No issues reported",Personal,1.0,TX
1285,2010,11991,Prius,102838,"Accident check
No issues reported",Personal,2.0,OR
1286,2009,7995,Prius,130378,"Accident check
1Accident reported",Personal,2.0,MA
1287,2013,5700,Prius Three,256000,"Accident check
2Accidents reported",Personal,2.0,MO
1288,2007,7499,Prius,150614,"Accident check
1Accident reported",Commercial,3.0,IN
1290,2008,6950,Prius Touring FWD,175343,"Accident check
2Accidents reported",Personal,1.0,CA
1291,2009,8400,Prius,132342,"Accident check
No issues reported",Personal,1.0,VA
1293,2014,12750,Prius,136350,"Accident check
No issues reported",Personal,4.0,NJ
1294,2017,21995,Prius One FWD,60128,"Accident check
No issues reported",Personal,2.0,CA
1295,2010,11500,Prius,98801,"Accident check
No issues reported",Personal,1.0,NC
1296,2016,23944,Prius Four FWD,56329,"Accident check
No issues reported",Personal,2.0,CO
1297,2010,9995,Prius,121463,"Accident check
No issues reported",Personal,1.0,IL
1298,2006,7695,Prius FWD,139401,"Accident check
No issues reported",Personal,1.0,VA
1299,2018,23495,Prius Two FWD,77763,"Accident check
No issues reported",Personal,1.0,NY
1300,2010,7900,Prius,172078,"Accident check
No issues reported",Personal,3.0,TN
1301,2015,13242,Prius Two,133882,"Accident check
1Accident reported",Personal,1.0,NC
1302,2019,29862,Prius LE AWD-e,3414,"Accident check
No issues reported",Personal,2.0,WI
1303,2017,19990,Prius Four FWD,88000,"Accident check
2Accidents reported",Personal,1.0,SC
1305,2014,15495,Prius Three,86157,"Accident check
No issues reported",Personal,2.0,FL
1306,2013,11995,Prius Three,127159,"Accident check
No issues reported",Personal,1.0,GA
1307,2018,24830,Prius Two FWD,63506,"Accident check
No issues reported",Personal,1.0,CA
1308,2011,12949,Prius Four,82105,"Accident check
No issues reported",Personal,2.0,TX
1309,2019,28998,Prius L Eco FWD,14657,"Accident check
No issues reported",Personal,1.0,MO
1310,2006,5488,Prius FWD,206894,"Accident check
No issues reported",Personal,1.0,CA
1312,2006,4997,Prius FWD,193606,"Accident check
No issues reported",Personal,2.0,MA
1313,2010,9900,Prius,135505,"Accident check
No issues reported",Personal,2.0,FL
1314,2012,8498,Prius Three,187085,"Accident check
No issues reported",Personal,2.0,CA
1315,2018,24937,Prius Two FWD,33107,"Accident check
1Accident reported",Personal,1.0,NJ
1316,2008,9991,Prius,105498,"Accident check
No issues reported",Commercial,2.0,NM
1317,2015,17629,Prius Three,72773,"Accident check
1Accident reported",Personal,2.0,OH
1318,2015,18990,Prius Persona Series,74323,"Accident check
No issues reported",Personal,3.0,WY
1319,2017,19988,Prius,106373,"Accident check
No issues reported",Personal,1.0,IL
1320,2006,6995,Prius FWD,154820,"Accident check
No issues reported",Personal,2.0,NC
1321,2006,7988,Prius FWD,129029,"Accident check
1Accident reported",Personal,2.0,WA
1322,2006,7995,Prius FWD,131286,"Accident check
No issues reported",Personal,2.0,CA
1323,2017,24287,Prius Four FWD,53775,"Accident check
No issues reported",Personal,1.0,KS
1325,2011,9499,Prius Two,151157,"Accident check
No issues reported",Personal,2.0,AL
1326,2018,29990,Prius Four Touring FWD,21774,"Accident check
No issues reported",Personal,1.0,WA
1327,2015,19299,Prius Two,66240,"Accident check
No issues reported",Personal,2.0,CA
1328,2012,9995,Prius,156500,"Accident check
1Accident reported",Personal,2.0,MO
1329,2013,15000,Prius Three,83735,"Accident check
1Accident reported",Personal,2.0,NC
1330,2011,9000,Prius,159565,"Accident check
No issues reported",Personal,2.0,AR
1331,2009,11975,Prius Touring FWD,62785,"Accident check
No issues reported",Personal,1.0,KY
1332,2012,6500,Prius,210000,"Accident check
No issues reported",Personal,1.0,GA
1333,2011,8950,Prius,161023,"Accident check
No issues reported",Personal,1.0,NE
1335,2007,8304,Prius,95668,"Accident check
1Accident reported",Personal,2.0,OH
1336,2009,9495,Prius Touring FWD,123645,"Accident check
No issues reported",Personal,1.0,WA
1337,2017,24999,Prius Two FWD,42148,"Accident check
No issues reported",Personal,2.0,CA
1338,2010,8925,Prius,152152,"Accident check
2Accidents reported",Personal,2.0,NE
1339,2012,15995,Prius Three,52614,"Accident check
No issues reported",Personal,2.0,OK
1340,2010,10288,Prius,133290,"Accident check
No issues reported",Personal,2.0,CA
1341,2007,5995,Prius,199673,"Accident check
No issues reported",Personal,1.0,VA
1342,2012,8500,Prius Two,184677,"Accident check
1Accident reported",Personal,2.0,TX
1343,2011,11994,Prius,87990,"Accident check
1Accident reported",Personal,1.0,OH
1344,2011,7945,Prius Two,184915,"Accident check
No issues reported",Personal,2.0,CA
1345,2018,27891,Prius Three FWD,22620,"Accident check
No issues reported",Personal,1.0,AR
1346,2020,32775,Prius XLE FWD,7749,"Accident check
No issues reported",Personal,1.0,CA
1347,2008,7995,Prius,153245,"Accident check
No issues reported",Personal,4.0,OR
1348,2012,12235,Prius Two,108497,"Accident check
No issues reported",Personal,2.0,MA
1349,2016,22995,Prius Four Touring FWD,63640,"Accident check
No issues reported",Personal,2.0,OR
1350,2018,26490,Prius Three FWD,51058,"Accident check
No issues reported",Personal,1.0,MI
1351,2018,27488,Prius Two FWD,26705,"Accident check
No issues reported",Personal,1.0,CA
1352,2010,10263,Prius,114418,"Accident check
1Accident reported",Personal,3.0,VA
1353,2015,17888,Prius Four,85257,"Accident check
No issues reported",Personal,2.0,CA
1354,2010,8999,Prius,145672,"Accident check
No issues reported",Personal,2.0,TX
1355,2006,4995,Prius FWD,227500,"Accident check
No issues reported",Personal,2.0,CA
1356,2013,12950,Prius Two,117194,"Accident check
No issues reported",Personal,3.0,IL
1357,2015,16711,Prius Persona Series,103757,"Accident check
No issues reported",Personal,2.0,AL
1358,2014,13999,Prius Three,108975,"Accident check
2Accidents reported",Personal,1.0,NV
1359,2008,8988,Prius FWD,102197,"Accident check
No issues reported",Personal,1.0,TX
1360,2010,10185,Prius,154074,"Accident check
No issues reported",Personal,2.0,CA
1361,2008,5995,Prius Touring FWD,158770,"Accident check
1Accident reported",Commercial,4.0,NY
1362,2012,9495,Prius Four,170160,"Accident check
1Accident reported",Personal,1.0,VA
1363,2010,11481,Prius,87838,"Accident check
1Accident reported",Personal,1.0,TX
1364,2020,24989,Prius LE FWD,54030,"Accident check
No issues reported",Commercial,1.0,NC
1365,2019,28995,Prius Limited FWD,40484,"Accident check
No issues reported",Personal,1.0,TN
1366,2018,23698,Prius Two FWD,72277,"Accident check
No issues reported",Personal,1.0,MI
1367,2015,19700,Prius Persona Series,83958,"Accident check
No issues reported",Personal,1.0,IL
1369,2016,16428,Prius Two FWD,129377,"Accident check
No issues reported",Commercial,2.0,IN
1370,2008,5900,Prius Liftback FWD,193015,"Accident check
No issues reported",Personal,2.0,KS
1371,2010,11100,Prius,107433,"Accident check
No issues reported",Personal,2.0,VA
1372,2019,27995,Prius L Eco FWD,31006,"Accident check
No issues reported",Personal,2.0,KS
1373,2007,7994,Prius,101265,"Accident check
No issues reported",Personal,2.0,NY
1374,2015,22800,Prius Two,16612,"Accident check
No issues reported",Personal,2.0,IL
1375,2011,9995,Prius Four,127500,"Accident check
1Accident reported",Personal,2.0,RI
1376,2014,15995,Prius Two,89398,"Accident check
No issues reported",Commercial,4.0,CA
1377,2013,14988,Prius Four,93000,"Accident check
1Accident reported",Personal,2.0,MO
1378,2012,7995,Prius Four,176200,"Accident check
1Accident reported",Personal,1.0,NJ
1379,2010,9600,Prius,143740,"Accident check
No issues reported",Personal,3.0,TX
1380,2010,11849,Prius Three,107800,"Accident check
2Accidents reported",Personal,1.0,IL
1381,2016,21947,Prius Four FWD,74307,"Accident check
1Accident reported",Personal,1.0,GA
1383,2012,8998,Prius Four,186263,"Accident check
No issues reported",Personal,1.0,NJ
1384,2015,19989,Prius Two,65812,"Accident check
No issues reported",Commercial,2.0,CA
1385,2011,8495,Prius Two,186046,"Accident check
No issues reported",Commercial,3.0,CA
1386,2013,13998,Prius Three,94104,"Accident check
2Accidents reported",Commercial,2.0,FL
1387,2007,4673,Prius Touring FWD,217935,"Accident check
No issues reported",Personal,2.0,VA
1388,2010,9900,Prius,136992,"Accident check
No issues reported",Personal,1.0,VA
1390,2017,20990,Prius Two Eco FWD,65792,"Accident check
No issues reported",Personal,1.0,HI
1391,2013,12891,Prius Four,115431,"Accident check
No issues reported",Personal,1.0,MA
1392,2015,17000,Prius Persona Series,78000,"Accident check
No issues reported",Personal,2.0,MI
1393,2014,15800,Prius Two,81415,"Accident check
No issues reported",Personal,1.0,TN
1394,2013,14900,Prius Three,94912,"Accident check
No issues reported",Personal,1.0,SC
1395,2008,4495,Prius Touring FWD,216500,"Accident check
No issues reported",Personal,2.0,NY
1396,2013,9895,Prius Two,186604,"Accident check
No issues reported",Personal,1.0,CA
1397,2015,19000,Prius Four,74788,"Accident check
No issues reported",Personal,3.0,AZ
1398,2012,9999,Prius Five,160663,"Accident check
1Accident reported",Personal,1.0,CA
1399,2011,10995,Prius One,90394,"Accident check
No issues reported",Personal,1.0,HI
1400,2012,9995,Prius Three,149305,"Accident check
No issues reported",Personal,2.0,NJ
1401,2008,7500,Prius Touring FWD,121948,"Accident check
No issues reported",Personal,1.0,RI
1402,2007,8999,Prius Touring FWD,88684,"Accident check
No issues reported",Personal,1.0,TN
1403,2008,5900,Prius Touring FWD,171000,"Accident check
No issues reported",Personal,4.0,MO
1404,2016,23488,Prius Four FWD,65106,"Accident check
No issues reported",Personal,2.0,CA
1405,2010,10850,Prius Three,115782,"Accident check
No issues reported",Personal,2.0,MA
1406,2013,9699,Prius Four,161699,"Accident check
1Accident reported",Personal,2.0,TX
1407,2011,8998,Prius Four,146521,"Accident check
1Accident reported",Personal,1.0,MA
1408,2016,22848,Prius Four FWD,73381,"Accident check
No issues reported",Commercial,2.0,TN
1409,2011,10699,Prius,140586,"Accident check
No issues reported",Personal,2.0,CA
1410,2014,13495,Prius Three,120018,"Accident check
1Accident reported",Personal,1.0,IN
1411,2011,8499,Prius,178456,"Accident check
4Accidents reported",Personal,4.0,CA
1412,2012,13999,Prius Three,65536,"Accident check
No issues reported",Personal,2.0,FL
1413,2015,15995,Prius Two,106695,"Accident check
No issues reported",Personal,1.0,OH
1414,2018,25539,Prius Four FWD,32757,"Accident check
No issues reported",Personal,1.0,FL
1415,2021,30995,Prius 2020 Edition FWD,2744,"Accident check
No issues reported",Personal,1.0,IL
1416,2005,5999,Prius FWD,155000,"Accident check
No issues reported",Personal,1.0,VA
1417,2010,13595,Prius,72173,"Accident check
No issues reported",Personal,1.0,TX
1418,2007,7000,Prius Touring FWD,146002,"Accident check
1Accident reported",Personal,1.0,VA
1419,2009,7995,Prius Liftback FWD,160314,"Accident check
No issues reported",Personal,1.0,CA
1420,2008,7995,Prius Touring FWD,156623,"Accident check
No issues reported",Personal,2.0,CA
1421,2008,9225,Prius Touring FWD,75055,"Accident check
No issues reported",Personal,1.0,AR
1422,2008,6895,Prius Liftback FWD,158686,"Accident check
No issues reported",Personal,2.0,VA
1423,2011,8995,Prius One,168125,"Accident check
1Accident reported",Personal,2.0,KS
1424,2014,17450,Prius,71577,"Accident check
1Accident reported",Personal,2.0,KS
1425,2017,24888,Prius Two FWD,35942,"Accident check
No issues reported",Personal,1.0,CA
1426,2008,9995,Prius Touring FWD,82924,"Accident check
No issues reported",Personal,2.0,CA
1427,2014,18355,Prius Three,47745,"Accident check
No issues reported",Personal,1.0,IN
1428,2017,24000,Prius Four FWD,63513,"Accident check
No issues reported",Personal,2.0,KS
1429,2014,11999,Prius Four,149478,"Accident check
No issues reported",Personal,3.0,AZ
1430,2010,9995,Prius,125244,"Accident check
No issues reported",Personal,2.0,UT
1431,2010,12750,Prius,70530,"Accident check
No issues reported",Personal,1.0,GA
1432,2015,16500,Prius,94765,"Accident check
No issues reported",Personal,2.0,ME
1433,2015,20994,Prius Two,37135,"Accident check
No issues reported",Personal,1.0,PA
1434,2011,12253,Prius One,82749,"Accident check
No issues reported",Personal,1.0,NC
1435,2011,10991,Prius,123405,"Accident check
No issues reported",Personal,1.0,TX
1436,2008,7995,Prius Touring FWD,110876,"Accident check
2Accidents reported",Personal,3.0,OH
1437,2005,5995,Prius FWD,158748,"Accident check
No issues reported",Personal,3.0,WI
1438,2007,7381,Prius Touring FWD,149987,"Accident check
No issues reported",Personal,2.0,MO
1439,2008,6995,Prius,168981,"Accident check
No issues reported",Personal,3.0,WA
1440,2017,21499,Prius Three FWD,67513,"Accident check
1Accident reported",Personal,1.0,CA
1441,2012,14979,Prius Four,93107,"Accident check
1Accident reported",Personal,1.0,WA
1442,2016,24475,Prius,34651,"Accident check
No issues reported",Personal,1.0,SD
1444,2012,13995,Prius Five,97239,"Accident check
No issues reported",Personal,2.0,OH
1445,2012,11000,Prius Three,145496,"Accident check
No issues reported",Personal,2.0,NV
1446,2018,23995,Prius Two FWD,84454,"Accident check
No issues reported",Personal,1.0,CA
1447,2016,18750,Prius Four Touring FWD,88647,"Accident check
1Accident reported",Personal,2.0,CA
1448,2008,9991,Prius Touring FWD,105927,"Accident check
No issues reported",Commercial,1.0,CA
